Бет суретін жүктеңіз,Grad-CAM — модель қай аймаққа назар аударды,Акне деңгейі,timestamp
.gradio/flagged/Бет суретін жүктеңіз/d749fbe355dcb16d8269/Dizajn-bez-nazvaniya-2025-12-24T161533.664.jpg,.gradio/flagged/Grad-CAM — модель қай аймаққа назар аударды/c40628245a3474395131/image.webp,"{""label"": ""Level 1 \u2014 \u043e\u0440\u0442\u0430\u0448\u0430"", ""confidences"": [{""label"": ""Level 1 \u2014 \u043e\u0440\u0442\u0430\u0448\u0430"", ""confidence"": 0.7276701927185059}, {""label"": ""Level 2 \u2014 \u0430\u0443\u044b\u0440"", ""confidence"": 0.12484420835971832}, {""label"": ""Level 3 \u2014 \u04e9\u0442\u0435 \u0430\u0443\u044b\u0440"", ""confidence"": 0.08160164952278137}, {""label"": ""Level 0 \u2014 \u0436\u0435\u04a3\u0456\u043b"", ""confidence"": 0.06588396430015564}]}",2026-04-19 15:01:40.972961
